SnomedCTConceptId,Term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318850001,Product containing only enalapril maleate 2.5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318850001,Product containing precisely enalapril maleate 2.5 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318850001,Product containing precisely enalapril maleate 2.5 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318850001,Enalapril 2.5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318851002,Enalapril maleate 5mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318851002,Enalapril maleate 5mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318851002,Enalapril maleate 5mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318851002,Product containing enalapril maleate 5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318851002,Product containing enalapril maleate 5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318851002,Enalapril maleate 5 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318851002,Product containing only enalapril maleate 5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318851002,Product containing only enalapril maleate 5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318851002,Product containing precisely enalapril maleate 5 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318851002,Product containing precisely enalapril maleate 5 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318851002,Enalapril 5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318853004,Enalapril maleate 10mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318853004,Enalapril maleate 10mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318853004,Enalapril maleate 10mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318853004,Product containing enalapril maleate 10 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318853004,Product containing enalapril maleate 10 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318853004,Enalapril maleate 10 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318853004,Product containing only enalapril maleate 10 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318853004,Product containing only enalapril maleate 10 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318853004,Product containing precisely enalapril maleate 10 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318853004,Product containing precisely enalapril maleate 10 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318853004,Enalapril 10mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318855006,Enalapril maleate 20mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318855006,Enalapril maleate 20mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318855006,Enalapril maleate 20mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318855006,Product containing enalapril maleate 20 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318855006,Product containing enalapril maleate 20 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318855006,Enalapril maleate 20 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318855006,Product containing only enalapril maleate 20 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318855006,Product containing only enalapril maleate 20 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318855006,Product containing precisely enalapril maleate 20 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318855006,Product containing precisely enalapril maleate 20 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318855006,Enalapril 20mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318857003,Lisinopril 2.5mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318857003,Lisinopril 2.5mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318857003,Lisinopril 2.5mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318857003,Product containing lisinopril 2.5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318857003,Product containing lisinopril 2.5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318857003,Lisinopril 2.5 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318857003,Product containing only lisinopril 2.5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318857003,Product containing only lisinopril 2.5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318857003,Product containing precisely lisinopril 2.5 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318857003,Product containing precisely lisinopril 2.5 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318857003,Lisinopril 2.5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318858008,Lisinopril 5mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318858008,Lisinopril 5mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318858008,Lisinopril 5mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318858008,Product containing lisinopril 5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318858008,Product containing lisinopril 5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318858008,Lisinopril 5 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318858008,Product containing only lisinopril 5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318858008,Product containing only lisinopril 5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318858008,Product containing precisely lisinopril 5 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318858008,Product containing precisely lisinopril 5 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318858008,Lisinopril 5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318859000,Lisinopril 10mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318859000,Lisinopril 10mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318859000,Lisinopril 10mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318859000,Product containing lisinopril 10 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318859000,Product containing lisinopril 10 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318859000,Lisinopril 10 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318859000,Product containing only lisinopril 10 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318859000,Product containing only lisinopril 10 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318859000,Product containing precisely lisinopril 10 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318859000,Product containing precisely lisinopril 10 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318859000,Lisinopril 10mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318860005,Lisinopril 20mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318860005,Lisinopril 20mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318860005,Lisinopril 20mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318860005,Product containing lisinopril 20 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318860005,Product containing lisinopril 20 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318860005,Lisinopril 20 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318860005,Product containing only lisinopril 20 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318860005,Product containing only lisinopril 20 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318860005,Product containing precisely lisinopril 20 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318860005,Product containing precisely lisinopril 20 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318860005,Lisinopril 20mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Lisinopril+hydrochlorothiazide 20mg/12.5mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Lisinopril+hydrochlorothiazide 20mg/12.5mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Lisinopril+hydrochlorothiazide 20mg/12.5mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Product containing lisinopril 20 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Product containing lisinopril 20 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Lisinopril 20 mg and hydrochlorothiazide 12.5 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Product containing only lisinopril 20 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Product containing only lisinopril 20 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Product containing precisely hydrochlorothiazide 12.5 milligram and lisinopril 20 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Hydrochlorothiazide 12.5 mg and lisinopril 20 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Product containing precisely hydrochlorothiazide 12.5 milligram and lisinopril 20 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318880006,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Lisinopril+hydrochlorothiazide 10mg/12.5mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Lisinopril+hydrochlorothiazide 10mg/12.5mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Lisinopril+hydrochlorothiazide 10mg/12.5mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Product containing lisinopril 10 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Product containing lisinopril 10 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Lisinopril 10 mg and hydrochlorothiazide 12.5 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Product containing only lisinopril 10 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Product containing only lisinopril 10 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Product containing precisely hydrochlorothiazide 12.5 milligram and lisinopril 10 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Product containing precisely hydrochlorothiazide 12.5 milligram and lisinopril 10 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Hydrochlorothiazide 12.5 mg and lisinopril 10 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318884002,Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Quinapril 5mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Quinapril 5mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Quinapril 5mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Product containing quinapril 5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Product containing quinapril 5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Quinapril 5 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Product containing only quinapril 5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Product containing only quinapril 5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Quinapril (as quinapril hydrochloride) 5 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Product containing precisely quinapril (as quinapril hydrochloride) 5 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Product containing precisely quinapril (as quinapril hydrochloride) 5 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318885001,Quinapril 5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Quinapril 10mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Quinapril 10mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Quinapril 10mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Quinapril hydrochloride 10mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Product containing quinapril 10 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Product containing quinapril 10 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Quinapril 10 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Product containing only quinapril 10 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Product containing only quinapril 10 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Product containing precisely quinapril (as quinapril hydrochloride) 10 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Product containing precisely quinapril (as quinapril hydrochloride) 10 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Quinapril (as quinapril hydrochloride) 10 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318886000,Quinapril 10mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Quinapril 20mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Quinapril 20mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Quinapril 20mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Quinapril hydrochloride 20mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Product containing quinapril 20 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Product containing quinapril 20 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Quinapril 20 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Product containing only quinapril 20 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Product containing only quinapril 20 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Product containing precisely quinapril (as quinapril hydrochloride) 20 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Quinapril (as quinapril hydrochloride) 20 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Product containing precisely quinapril (as quinapril hydrochloride) 20 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318887009,Quinapril 20mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Quinalapril+hydrochlorothiazide 10mg/12.5mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Quinalapril+hydrochlorothiazide 10mg/12.5mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Quinalapril+hydrochlorothiazide 10mg/12.5mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Product containing quinapril 10 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Quinapril 10 mg and hydrochlorothiazide 12.5 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Product containing quinapril 10 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Product containing only quinapril 10 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Product containing only quinapril 10 mg and hydrochlorothiazide 12.5 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Hydrochlorothiazide 12.5 mg and quinapril 10 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Product containing precisely hydrochlorothiazide 12.5 milligram and quinapril 10 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Product containing precisely hydrochlorothiazide 12.5 milligram and quinapril 10 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Hydrochlorothiazide 12.5mg / Quinapril 10mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318892006,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Quinapril 40mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Quinapril 40mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Quinapril 40mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Quinapril hydrochloride 40mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Product containing quinapril 40 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Product containing quinapril 40 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Quinapril 40 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Product containing only quinapril 40 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Product containing only quinapril 40 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Product containing precisely quinapril (as quinapril hydrochloride) 40 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Quinapril (as quinapril hydrochloride) 40 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Product containing precisely quinapril (as quinapril hydrochloride) 40 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318894007,Quinapril 40mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Perindopril tert-butylamine 2mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Perindopril tert-butylamine 2mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Perindopril erbumine 2mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Perindopril erbumine 2mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Product containing perindopril erbumine 2 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Product containing perindopril erbumine 2 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Perindopril erbumine 2 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Product containing only perindopril erbumine 2 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Product containing only perindopril erbumine 2 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Product containing precisely perindopril erbumine 2 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Product containing precisely perindopril erbumine 2 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Perindopril 2mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318896009,Perindopril erbumine 2mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Perindopril tert-butylamine 4mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Perindopril tert-butylamine 4mg tablet (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Perindopril erbumine 4mg tablet (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Perindopril erbumine 4mg tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Product containing perindopril erbumine 4 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Product containing perindopril erbumine 4 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Perindopril erbumine 4 mg oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Product containing only perindopril erbumine 4 mg/1 each oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Product containing only perindopril erbumine 4 mg/1 each oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Product containing precisely perindopril erbumine 4 milligram/1 each conventional release oral tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Product containing precisely perindopril erbumine 4 milligram/1 each conventional release oral tablet (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Perindopril 4mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318897000,Perindopril erbumine 4mg tablets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Ramipril 1.25mg capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Ramipril 1.25mg capsule (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Ramipril 1.25mg capsule (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Ramipril 1.25 mg/1 each oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Product containing ramipril 1.25 mg/1 each oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Product containing ramipril 1.25 mg/1 each oral capsule (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Product containing only ramipril 1.25 mg/1 each oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Product containing only ramipril 1.25 mg/1 each oral capsule (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Product containing precisely ramipril 1.25 milligram/1 each conventional release oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Product containing precisely ramipril 1.25 milligram/1 each conventional release oral capsule (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Ramipril 1.25 mg oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318900007,Ramipril 1.25mg capsules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Ramipril 2.5mg capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Ramipril 2.5mg capsule (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Ramipril 2.5mg capsule (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Ramipril 2.5 mg/1 each oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Product containing ramipril 2.5 mg/1 each oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Product containing ramipril 2.5 mg/1 each oral capsule (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Product containing only ramipril 2.5 mg/1 each oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Product containing only ramipril 2.5 mg/1 each oral capsule (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Ramipril 2.5 mg oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318901006,Ramipril 2.5mg capsules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318902004,Ramipril 5mg capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318902004,Ramipril 5mg capsule (substance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318902004,Ramipril 5mg capsule (product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318902004,Ramipril 5 mg/1 each oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318902004,Product containing ramipril 5 mg/1 each oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318902004,Product containing ramipril 5 mg/1 each oral capsule (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318902004,Product containing only ramipril 5 mg/1 each oral capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318902004,Product containing only ramipril 5 mg/1 each oral capsule (clinical drug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
